time_start,time_end,model,launch_place,target,carrier,launched,destroyed,source
2023-10-10,2023-10-10 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast and Mykolaiv oblast and Kherson oblast,,36,27,kpszsu/posts/pfbid02fc3L2BS8e4YTrqff3WAkGq8YFV5Sxfupv8WAfqeUf1jgRLecBpsK2N2s1Pt6vWcQl
2023-10-11,2023-10-11,Supercam,,Mykolaiv oblast,,1,1,PvKPivden/posts/pfbid09HS7N22yjSjC5bXQ6XefsxpKhqN37XVQg8DmTy6FEFgUkfwaBGoxBkh2nTp9GcK8l
2023-10-12,2023-10-12 08:00,Shahed-136/131,"Chauda, Crimea and Belgorod oblast",Ukraine,,33,28,kpszsu/posts/pfbid0AtbAttpjdi83V5JxQLfJAG82deptAnAuKwoTPmvh7EYELdez6335XKAXn1U8NCD4l
2023-10-15,2023-10-15 08:00,Unknown UAV,,Dnipropetrovsk oblast,,1,1,pvkshid/posts/pfbid02itizSggLT6V7mab4puTYsnXw2HZCft8BHdW511RZ7ZGZKHw1b1CQ9T3cSMQyka1yl
2023-10-16,2023-10-16 08:00,Shahed-136/131,,Ukraine,,12,11,kpszsu/posts/pfbid0hD6LZC8BbgYKASoApK5xcFyjUrLB145wLNKcZMifxxTV82JE1PRJejkoR8yDWdrMl
2023-10-16,2023-10-16 08:00,X-59,,north and east,,5,2,kpszsu/posts/pfbid0hD6LZC8BbgYKASoApK5xcFyjUrLB145wLNKcZMifxxTV82JE1PRJejkoR8yDWdrMl
2023-10-16,2023-10-16 08:00,Iskander-M,,Ukraine,,1,0,kpszsu/posts/pfbid0hD6LZC8BbgYKASoApK5xcFyjUrLB145wLNKcZMifxxTV82JE1PRJejkoR8yDWdrMl
2023-10-17,2023-10-17 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,,6,6,kpszsu/posts/pfbid0nHrJkC9uGSymwvAUEpLjttqdMmQL1Jn3RzwUZ4xF5gKUQJkWUQcj9iSp411KCLnBl
2023-10-17,2023-10-17 08:00,X-59,Kherson oblast,Mykolaiv oblast,Su-34,1,1,kpszsu/posts/pfbid0nHrJkC9uGSymwvAUEpLjttqdMmQL1Jn3RzwUZ4xF5gKUQJkWUQcj9iSp411KCLnBl
2023-10-17,2023-10-17 08:00,C-300,,east,,2,0,kpszsu/posts/pfbid0nHrJkC9uGSymwvAUEpLjttqdMmQL1Jn3RzwUZ4xF5gKUQJkWUQcj9iSp411KCLnBl
2023-10-18,2023-10-18,Lancet,,Kherson oblast,,1,1,kpszsu/posts/pfbid02hB8MwGCUpCqyHm7WkLdcQwLcLyjcxAM7dgztsf18THC26dqrvdw3J7p2b5ykk6Ucl
2023-10-18 20:00,2023-10-19 05:00,Shahed-136/131,,Ukraine,,9,3,kpszsu/posts/pfbid02hB8MwGCUpCqyHm7WkLdcQwLcLyjcxAM7dgztsf18THC26dqrvdw3J7p2b5ykk6Ucl
2023-10-18 20:00,2023-10-19 05:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,kpszsu/posts/pfbid02hB8MwGCUpCqyHm7WkLdcQwLcLyjcxAM7dgztsf18THC26dqrvdw3J7p2b5ykk6Ucl
2023-10-18 20:00,2023-10-19 05:00,C-300,,Ukraine,,1,0,kpszsu/posts/pfbid02hB8MwGCUpCqyHm7WkLdcQwLcLyjcxAM7dgztsf18THC26dqrvdw3J7p2b5ykk6Ucl
2023-10-18 20:00,2023-10-19 05:00,Iskander-M,,Ukraine,,5,0,kpszsu/posts/pfbid02hB8MwGCUpCqyHm7WkLdcQwLcLyjcxAM7dgztsf18THC26dqrvdw3J7p2b5ykk6Ucl
2023-10-18 20:00,2023-10-19 05:00,Unknown Missile,,Ukraine,,1,0,kpszsu/posts/pfbid02hB8MwGCUpCqyHm7WkLdcQwLcLyjcxAM7dgztsf18THC26dqrvdw3J7p2b5ykk6Ucl
2023-10-21,2023-10-21,Lancet,,south,,3,3,kpszsu/posts/pfbid02UzKcAY7VmLRroYcu21BHeQiVaNLjcYMnaWu1Qj2zEsnGhPJCUzrahetBeEwThT1Ll
2023-10-22,2023-10-22 08:00,X-59,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Synelnykove Raion",Su-34,1,1,kpszsu/posts/pfbid02UzKcAY7VmLRroYcu21BHeQiVaNLjcYMnaWu1Qj2zEsnGhPJCUzrahetBeEwThT1Ll
2023-10-22,2023-10-22 08:00,C-300,Belgorod oblast and Donetsk oblast,east,,8,0,kpszsu/posts/pfbid02UzKcAY7VmLRroYcu21BHeQiVaNLjcYMnaWu1Qj2zEsnGhPJCUzrahetBeEwThT1Ll
2023-10-22,2023-10-22 08:00,Shahed-136/131,"Chauda, Crimea",south,,3,3,kpszsu/posts/pfbid02UzKcAY7VmLRroYcu21BHeQiVaNLjcYMnaWu1Qj2zEsnGhPJCUzrahetBeEwThT1Ll
2023-10-22,2023-10-22 08:00,Unknown UAV,north,north,,2,0,kpszsu/posts/pfbid02UzKcAY7VmLRroYcu21BHeQiVaNLjcYMnaWu1Qj2zEsnGhPJCUzrahetBeEwThT1Ll
2023-10-23,2023-10-23 08:00,X-59,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Synelnykove Raion",Su-34,1,1,kpszsu/posts/pfbid02ot8t6aQJhpcN3q2Zv9FAyt2CCrr3NsvaZ2n6pQeLtPB1t9Gx6ZzowU5tNPRHEFsjl
2023-10-23,2023-10-23 08:00,Shahed-136/131,"Chauda, Crimea",south and east and center,,13,13,kpszsu/posts/pfbid02ot8t6aQJhpcN3q2Zv9FAyt2CCrr3NsvaZ2n6pQeLtPB1t9Gx6ZzowU5tNPRHEFsjl
2023-10-23,2023-10-23 08:00,Unknown UAV,north,north,,1,1,kpszsu/posts/pfbid02ot8t6aQJhpcN3q2Zv9FAyt2CCrr3NsvaZ2n6pQeLtPB1t9Gx6ZzowU5tNPRHEFsjl
2023-10-24,2023-10-24 08:00,Shahed-136/131,"Chauda, Crimea",Mykolaiv oblast and Vinnytsia oblast and Khmelnytskyi oblast,,6,6,kpszsu/posts/pfbid02pSgSjjg3WxuFazm5GDmXhGPoM86XsuG1sREYxVPkaesK646Whqj1qKD2PNppcMDZl
2023-10-24,2023-10-24 09:00,X-59,,"Dnipropetrovsk oblast, Kamianske Raion",,1,1,pvkshid/posts/pfbid027Guo6c9beMHGMSK9Yhvze5jRiPsBJPFQQAZzYHP7ZYX5hGeWhunjsvE9ehnUiFzxl
2023-10-25,2023-10-25 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,11,11,kpszsu/posts/pfbid08bUAnNPyYUEEyQR3k5TvB19YhDLT2piHEM1jjXaGbX7MnSWXBcDEwMhGUyEiF7mal
2023-10-27,2023-10-27 08:00,Shahed-136/131,Primorsko-Akhtarsk,Mykolaiv oblast and Kherson oblast,,6,5,kpszsu/posts/pfbid02QtMYD6k63SniTFwy1LREEp4km3Ft7761dLbokpbBfDYbJzE4tLakb6a7JzfAh4Btl
2023-10-27,2023-10-27 08:00,Iskander-M,Voronezh Oblast,Kharkiv oblast,,1,0,kpszsu/posts/pfbid02QtMYD6k63SniTFwy1LREEp4km3Ft7761dLbokpbBfDYbJzE4tLakb6a7JzfAh4Btl
2023-10-27,2023-10-27,X-59,,Mykolaiv oblast,,3,3,PvKPivden/posts/pfbid0fXuJpaeNnMqCivxqHf96eqw8F4m1Q7KXazgw4pbkJXPBf2L9Ci5V4qxvhm6qnnCGl
2023-10-27,2023-10-27,Lancet,,Kherson oblast,,2,2,PvKPivden/posts/pfbid0fXuJpaeNnMqCivxqHf96eqw8F4m1Q7KXazgw4pbkJXPBf2L9Ci5V4qxvhm6qnnCGl
2023-10-28,2023-10-28 01:00,Iskander-K,"Dzhankoi, Crimea","Dnipropetrovsk oblast, Dnipro Raion and Dnipropetrovsk oblast, Kryvyi Rih Raion",,4,3,kpszsu/posts/pfbid02TM6NQTTj6w7VyFe2f7e5D5Vs6JQ663d3VqQW72xCNp8W9k9nfjBun3bHVaRS42XQl
2023-10-29,2023-10-29 08:00,Shahed-136/131,Primorsko-Akhtarsk,Mykolaiv oblast and Zaporizhzhia oblast and Khmelnytskyi oblast,,5,5,kpszsu/posts/pfbid0jw1y41huTFYCMiHZtgS98DtDkqz3u34tVvakELrwPwXP6rm1XiBDzYFovGqbEEkLl
2023-10-29,2023-10-29 08:00,X-59,Belgorod oblast,"Poltave oblast, Myrhorod Raion",Su-34,1,0,kpszsu/posts/pfbid0jw1y41huTFYCMiHZtgS98DtDkqz3u34tVvakELrwPwXP6rm1XiBDzYFovGqbEEkLl
